"Context","Original","Translation","Comments"
# encoding UTF-8
# misc_DATA_PT_context_arm"
"*","トゥーンを選択","Select Toon"
"*","CM3D2にデフォルトで入っているトゥーンテクスチャを選択できます","You can select the default toon texture to be loaded."
"*","テクスチャ名","Texture Name"
"*","対象のノードが見つかりません=%s","Target Node Not found=%s"
"*","ノード(%s)のテクスチャを再設定しました。filepath=%s","(%s)The texture was reset.filepath=%s"
"*","イメージの再読込み","Reload Image"
"*","実ファイルパスの設定から、再読込み","Reread from actual file path settting"
"*","テクスチャ名","Texture Name"
"*","対象のイメージが見つかりません=%s","Target image not found%s"
"*","色設定値を自動設定","Automatically set the Color setting Value"
"*","色関係の設定値をテクスチャの色情報から自動で設定します","Color settings are set automatically with the Colors in the Texture"
"*","全てが対象","All"
"*","彩度の乗算値","Saturation Multiplication"
"*","明度の乗算値","Mulitplication of Lightness value"
"*","色設定値を自動設定","Automatically set colors"
"*","色関係の設定値をテクスチャの色情報から自動で設定します","Set color-related setting values ​​automatically from texture color information"
"*","全てが対象","All"
"*","彩度の乗算値","Saturation Multiplier"
"*","明度の乗算値","Brightness Multiplier"
"*","texで保存","Save as Tex"
"*","テクスチャの画像を同フォルダにtexとして保存します","Save the texture image as tex in the same folder"
"*","イメージの取得に失敗しました。%s","Failed to get the image %s"
"*","同フォルダにtexとして保存しました。","Saved as .tex in the same folder"
"*","色設定値を設定","Set Color Settings"
"*","色タイプの設定値を設定します","Set the color type setting value"
"*","色","Color"
"*","色設定値を設定","Set the Color setting Value"
"*","色タイプの設定値を設定します","Set the Color type of setting Value"
"*","色","Color"
"*","設定値を設定","Set Float Value"
"*","floatタイプの設定値を設定します","Set the value of a float type"
"*","テクスチャのオフセットをリセット","Reset Texture Offset"
"*","テクスチャのオフセットに初期値(0, 0)を設定します","Set initial value of texture offset(0, 0)"
"*","テクスチャのスケールをリセット","Reset Texture Scale"
"*","テクスチャのスケールに初期値(1, 1)を設定します","Set the intial value (1,1) for the texture scale"
"*","CM3D2パスを設定","Set CM3d2 Path"
"*","texタイプのCM3D2パスを自動設定します","Automatically set the game directory from which to grab textures."
"*","イメージ名から拡張子を除外","Exclude extensions from image names"
"*","texタイプのイメージ名から拡張子を除外します","Allows you to write texture names in the materials without including the extension"
"*","toon tex 選択","toon tex Choice"
# misc_VIEW3D_MT_edit_mesh_specials
"*","選択面の描画順を最前面に","Draw this object first"
"*","選択面の描画順を最背面に","Draw this object further back"
"*","選択面の描画順を最前面に","The drawing order of the selected surface is set to the forefront"
"*","選択中の面の描画順を最も前面/背面に並び替えます","Rearranges the drawing order of the currently selected face to the front / back"
"*","最背面","Back"
# misc_VIEW3D_MT_pose_apply
# misc_VIEW3D_MT_pose_apply copy_prime_field
# misc_VIEW3D_MT_pose_apply apply_prime_field
"*","現在のポーズで素体化","Apply Prime Field"
"*","現在のポーズで衣装をモデリングしやすくする素体を作成します","A body will be created that makes custom modeling easy with the current pose."
"*","関係するメッシュのアーマチュアを適用","Apply Armature Modifier"
"*","アーマチュア適用は体積を維持","Preserve Volume"
# misc_VIEW3D_PT_tools
"*","頂点選択モード","Vertex selection mode"
"*","選択部をぼかす","Blur the selected part"
"*","選択部に四則演算","Four arithmetic operation"
"*","選択部の頂点グループをぼかす","Blur the vertex group of the selected part"
"*","選択メッシュの頂点グループの割り当てをぼかします","Blurs the vertex groups of the selected parts."
"*","リニア","Linear"
"*","スムーズ","Trigonometric"
"*","減衰タイプ","Damping type"
"*","選択をぼかす範囲倍率","Blur Range"
"*","選択をぼかす分割精度","Blur Accuracy"
"*","全て","All"
"*","アクティブのみ","Active"
"*","対象頂点グループ","Target vertex groups"
"*","通常・ぼかし","Normal"
"*","増加・拡張","Add"
"*","減少・縮小","Sub"
"*","ぼかしモード","Blur Mode"
"*","ウェイトをぼかす範囲倍率","Blur Range"
"*","ウェイトをぼかす回数","Blur Amount"
"*","ウェイト数を4つに制限","Limit total weights."
"*","選択をぼかす","Blur Selected"
"*","範囲 | 辺の長さの平均×","Range | Average of side lengths ×"
"*","精度 (分割数)","Accuracy (number of steps)"
"*","頂点グループをぼかす","Blur Vertex Group"
"*","対象グループ","Target Group"
"*","モード","Mode"
"*","範囲 | 辺の長さの平均×","Range | Average of side lengths ×"
"*","実行回数","Blur Count"
"*","選択部の頂点グループに四則演算","Four arithmetic operations on the vertex groups of the selection"
"*","選択メッシュの頂点グループの割り当てに四則演算を施します","Applies four arithmetic operations to the vertex groups of selection."
"*","リニア","Iinear"
"*","スムーズ","Trigonometric"
"*","減衰タイプ","Smooth Methid"
"*","選択をぼかす範囲倍率","Blur Range"
"*","選択をぼかす分割精度","Blur Accuracy"
"*","アクティブのみ","Active"
"*","対象頂点グループ","Target Vertex Group"
"*","加算","Add"
"*","減算","Sub"
"*","乗算","Multi"
"*","除算","Div"
"*","四則演算モード","Arithmetic operation mode"
"*","値","Value"
"*","選択をぼかす","Blur the selection of the vertex groups."
"*","範囲 | 辺の長さの平均×","Range | Average of side length ×"
"*","精度 (分割数)","Accuracy (Steps)"
"*","四則演算","Four arithmetic operations"
"*","対象グループ","Target Group"
"*","モード","Mode"
"*","値","Value"
"*","式： 元のウェイト ","Expression: Original weight "
"*","0で除算することはできません、中止します","Cannot divide by zero, Aborting."
