Context,Original,Translation,Comments
# encoding UTF-8
# bl_info
# model_import.py
"*","メッシュ","Mesh"
"*","頂点グループ","Vertex Group"
"*","マテリアル","Material"
"*","アーマチュア","Armature"
"*","ボーン名をBlender用に変換","Convert Bone Names for Blender."
"*","Use Selected as Bone Shape","Use Selected as Bone Shape"
"*","ボーン情報埋め込み場所","Bone Data Destination"
"*","modelのインポートが完了しました (%d %s/ %.2f 秒)","Model Was Imported Successfully (%d %s/ %.2f sec)"
"*","ファイルを開くのに失敗しました、アクセス不可かファイルが存在しません ","Failed to open the file. It's either inaccessible or the file does not exist"
"*","これはカスタムメイド3D2のモデルファイルではありません","This is not a CM3D2 Model File."
# tex_export.py
"Operator","texファイルを保存","Save As .tex"
"*","texファイルを出力しました。","tex file was output at"
"*","texファイルの出力に失敗しました。%s","Output failed! %s"
# tex_import.py
"Operator","texファイルを開く","Import .tex"
"*","展開方法","Mode"
"*","texファイルのヘッダが正しくありません。","The .tex file has an invalid header"
"*","未対応フォーマットのtexです。format=","Unsupported .tex format! format="
# translations.py
"Operator","Dump Py Messages","Dump Py Messages"
# shared
"*","Show Bones in Front","Show Bones in Front","# FROM <__init__.py & model_import.py>"
"Operator","CM3D2モーション (.anm)","CM3D2 Animation (.anm)","# FROM <anm_export.py & anm_import.py>"
"*","ファイルを開くのに失敗しました、アクセス不可の可能性があります","Failed to open the file. It's either inaccessible or the file does not exist","# FROM <anm_export.py & mate_export.py & mate_export.py & model_export.py>"
"*","ファイルを開くのに失敗しました、アクセス不可かファイルが存在しません","Failed to open the file. It's either inaccessible or the file does not exist","# FROM <anm_import.py & mate_import.py & tex_import.py> # FROM <anm_import.py & mate_import.py & tex_import.py>"
"*","Reverse Name","Reverse Name","# FROM <common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","Reverse name filtering","Reverse name filtering","# FROM <common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","Order by Invert","Order by Invert","# FROM <common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","Invert the sort by order","Invert the sort by order","# FROM <common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","Sort groups by their name (case-insensitive)","Sort groups by their name (case-insensitive)","# FROM <common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","Order by:","Order by:","# FROM <common.py & misc_MESH_MT_shape_key_specials.py>"
"*","マテリアル情報の貼付けを中止します。","Pasting of material information was cancelled","# FROM <mate_export.py & misc_MATERIAL_PT_context_material.py> # FROM <mate_export.py & misc_MATERIAL_PT_context_material.py>"
"*","Index","Index","# FROM <menu_file.py & menu_file.py & menu_file.py & common.py>"
"*","Name","Name","# FROM <menu_file.py & menu_file.py & menu_file.py & common.py & menu_file.py & menu_file.py & common.py & misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"Operator","ボーン情報をコピー","Copy Bone Data","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py>"
"Operator","ボーン情報を貼付け","Paste Bone Data","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py>"
"Operator","ボーン情報を削除","Remove Bone Data","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py>"
"Operator","コピー","Copy","# FROM <misc_DATA_PT_context_arm.py & misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_OBJECT_PT_context_object.py>"
"Operator","貼付け","Paste","# FROM <misc_DATA_PT_context_arm.py & misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_OBJECT_PT_context_object.py>"
"*","ボーン情報をクリップボードにコピーしました","Bone data was copied, mission accomplished","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py & misc_TEXT_HT_header.py>"
"*","ボーン情報をクリップボードから貼付けました","Bone data was pasted, mission accomplished","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py & misc_TEXT_HT_header.py>"
"*","カスタムプロパティのボーン情報を全て削除します","Removes all bone Data from the armature's custom properties","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py>"
"*","ボーン情報を削除しました","Bone data was removed, mission accomplished","# FROM <misc_DATA_PT_context_arm.py & misc_OBJECT_PT_context_object.py>"
"*","CM3D2用","For CM3D2","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_context_arm.py & misc_DATA_PT_context_arm.py & misc_IMAGE_PT_image_properties.py & misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"Operator","CM3D2 → Blender","CM3D2 → Blender","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_vertex_groups.py>"
"Operator","Blender → CM3D2","Blender → CM3D2","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_vertex_groups.py>"
"*","変換できる名前が見つかりませんでした","A Name that could not be converted was found. Mission Failed.","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_context_arm.py & misc_DATA_PT_vertex_groups.py & misc_DATA_PT_vertex_groups.py>"
"*","Show filters","Show filters","# FROM <misc_DATA_PT_modifiers.py & misc_MESH_MT_shape_key_specials.py>"
"*","CM3D2","CM3D2","# FROM <misc_INFO_MT_add.py & misc_MATERIAL_PT_context_material.py>"
"*","テクスチャ","Texture","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","色","Color","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","値","Value","# FROM <misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py & misc_TEXTURE_PT_context_texture.py & misc_VIEW3D_PT_tools_weightpaint.py>"
"*","オフセット:","Offset:","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","解説","Description","# FROM <misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","色の透明度","Alpha","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","正確な値: ","Exact value:","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"Operator","自動設定","Auto","# FROM <misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"*","%.2f Seconds","%.2f Seconds","# FROM <misc_MESH_MT_shape_key_specials.py & misc_MESH_MT_shape_key_specials.py & misc_MESH_MT_vertex_group_specials.py>"
"Operator","texで保存","Save As .tex","# FROM <misc_TEXTURE_PT_context_texture.py & misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"Operator","画像を表示","Open Image in UV/Image Editor","# FROM <misc_TEXTURE_PT_context_texture.py & misc_MATERIAL_PT_context_material.py & misc_TEXTURE_PT_context_texture.py>"
"Operator","CM3D2モデル (.model)","CM3D2 Model (.model)","# FROM <model_export.py & model_import.py>"
